tokenID,name,description,file_name,external_url,attributes[Background],attributes[Base],attributes[Cloth],attributes[Face],attributes[Hair],attributes[Mouth],attributes[Tattoo],attributes[Facemask]
599,ZENK 599,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-599.png,,Golden calm,Earth vessel ,Jade hanfu,Focused Ocean eyes,Spiked Shag – Teal Mist,Nosemask 1,,
600,ZENK 600,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-600.png,,Temple sand,Bronze vessel ,Amethyst Tee,Focused,Curly Fade – Brown,Neutral 3,Tattoo 1,
601,ZENK 601,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-601.png,,Ancient earth,Bronze vessel ,Classic white Tee,Neutral face 1,Frost Snow Beanie,Red tongue,,
602,ZENK 602,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-602.png,,Golden calm,Bronze vessel ,Scarlet button shirt,Focused Ocean eyes,Brick grey cap,Tongue out,,
603,ZENK 603,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-603.png,,Ancient earth,Cosmic vessel ,Scarlet button shirt,Focused Ocean eyes,Short Fringe – Lilac,Fangs out,,
604,ZENK 604,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-604.png,,Midnight black,Bronze vessel ,Onyx tank,Sharp eyes,Messy Flow – NK Headband (Red),Neutral,,
605,ZENK 605,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-605.png,,Midnight black,Bronze vessel ,Amethyst Tee,Closed eyes 2,Top Knot Flow – navy blue,Nosemask 1,,
606,ZENK 606,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-606.png,,Sakura pink,Shadow vessel 2,Emerald suit ,Ocean calm eyes,Curly Afro – Auburn,Nosemask 1,,Obsidian Potara Earrings 
607,ZENK 607,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-607.png,,Temple sand,Earth vessel ,Zenith bomber ,Angry red eyes,Purple Camo Beanie,Neutral,,
608,ZENK 608,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-608.png,,Silent mist,Shadow vessel 2,Stealth utility jacket,Determined eyes,Curly Afro – Auburn,Neutral 3,Red tattoo ,
609,ZENK 609,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-609.png,,Iron balance ,Tan vessel ,Shadow shinobi vest,Predator eyes,Spiked Shag – Dusty Rose,Bear Mouth Mask,,
610,ZENK 610,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-610.png,,Golden calm,Earth vessel ,Dark blue kimono,Sharp eyes 4,Short Afro – Blonde,Wide Evil Smirk,,
611,ZENK 611,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-611.png,,Ancient earth,Bronze vessel ,Classic black hoodie,Glowing eyes,Ascended Spikes – Electric Blue,Fangs out,Web tattoo,Silver Cross Earrings 
612,ZENK 612,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-612.png,,Sakura pink,Cosmic vessel ,Zen suit,Sharigan 2,Short Fringe – White,Neutral,,
